(-113.61896987804528, 0.7000000000000001, 0.7000000000000001);[138, 203]
(-40.400373302155899, 0.2, 0.7000000000000001);[158, 202]
(-35.68842672683369, 0.1, 0.6000000000000001);[194, 178]
(-87.883846843148874, 0.1, 0.30000000000000004);[169, 203]
(-62.382714465683769, 0.2, 0.6000000000000001);[162, 207]
(-80.879400307432505, 0.1, 0.5);[163, 213]
(-39.559670779361738, 0.2, 0.7000000000000001);[154, 224]
(-80.632317259975821, 0.1, 0.4);[159, 165]
(-41.230400591725811, 0.1, 0.5);[116, 185]
(-58.852124928569623, 0.2, 0.6000000000000001);[166, 227]
(-35.616150189471838, 0.1, 0.6000000000000001);[150, 219]
(-35.617045506791698, 0.1, 0.6000000000000001);[123, 158]
(-48.799384675278716, 0.4, 0.8);[123, 204]
(-536.79229670660118, 0.8, 0.2);[157, 200]
(-71.326680471766437, 0.1, 0.4);[156, 209]
(-125.73455277320353, 0.2, 0.4);[170, 192]
(-148.48139974866035, 0.1, 0.2);[159, 214]
(-107.96353844541149, 0.4, 0.6000000000000001);[168, 216]
(-336.51582905435401, 0.5, 0.30000000000000004);[155, 192]
(-238.92618155625613, 0.2, 0.2);[155, 198]
(-83.974512328876287, 0.2, 0.5);[136, 205]
(-41.327652013692919, 0.1, 0.5);[168, 166]
(-167.68697730924953, 0.5, 0.5);[155, 200]
(-127.47546132674989, 0.1, 0.2);[200, 204]
(-49.96907703660014, 0.1, 0.5);[179, 195]
(-40.434906679178972, 0.2, 0.7000000000000001);[149, 209]
(-87.443179471993759, 0.2, 0.5);[150, 215]
(-80.639120857860334, 0.1, 0.4);[175, 166]
(-202.71376130529669, 0.4, 0.4);[152, 200]
(-36.0964040785042, 0.1, 0.6000000000000001);[156, 189]
(-34.084869536426041, 0.1, 0.6000000000000001);[171, 229]
(-83.092797121820482, 0.2, 0.5);[165, 208]
(-44.787763091877473, 0.2, 0.7000000000000001);[136, 184]
(-41.071036025965952, 0.1, 0.5);[149, 200]
(-39.097936898539764, 0.30000000000000004, 0.8);[171, 208]
(-34.853916600696209, 0.1, 0.6000000000000001);[202, 176]
(-35.139263278924325, 0.1, 0.6000000000000001);[164, 222]
(-45.617493408374592, 0.1, 0.5);[150, 205]
(-141.97467953503514, 0.1, 0.2);[164, 198]
(-59.37927237432946, 0.1, 0.4);[150, 222]
(-218.9496712049033, 0.30000000000000004, 0.30000000000000004);[154, 201]
(-178.94142375341175, 0.2, 0.30000000000000004);[161, 201]
(-58.625423542021167, 0.2, 0.6000000000000001);[155, 217]
(-98.479700598614272, 0.1, 0.30000000000000004);[155, 210]
(-113.27119271381611, 0.1, 0.30000000000000004);[158, 216]
(-58.101977337900813, 0.2, 0.6000000000000001);[126, 202]
(-37.732501578603284, 1.6, 1.2000000000000002);[144, 216]
(-95.112885699546538, 0.1, 0.30000000000000004);[160, 174]
(-40.691043886914073, 0.1, 0.6000000000000001);[150, 201]
(-36.000925671646314, 0.1, 0.6000000000000001);[156, 211]
(-95.802801063579324, 0.1, 0.30000000000000004);[182, 182]
(-35.258656251690525, 0.1, 0.6000000000000001);[192, 200]
(-59.104082835050043, 0.1, 0.4);[178, 211]
(-63.237575331126813, 0.1, 0.4);[178, 214]
(-72.882727230591144, 1.0, 0.9);[103, 203]
(-102.54017575350245, 0.1, 0.30000000000000004);[171, 211]
(-119.75539583729731, 0.2, 0.4);[170, 216]
(-59.45040544049936, 0.1, 0.4);[155, 196]
(-164.28126883985482, 0.2, 0.30000000000000004);[150, 194]
(-55.090729728135308, 0.1, 0.5);[177, 186]
(-75.166697581511229, 0.1, 0.4);[181, 210]
(-98.539343900602375, 0.1, 0.30000000000000004);[179, 193]
(-44.534684689927921, 0.2, 0.7000000000000001);[191, 117]
(-35.700535233650889, 0.1, 0.6000000000000001);[148, 219]
(-41.113500262879576, 0.1, 0.5);[143, 196]
(-71.365183003676179, 0.1, 0.4);[166, 205]
(-317.14164027195721, 0.30000000000000004, 0.2);[166, 203]
(-60.890826708931868, 0.2, 0.6000000000000001);[169, 243]
(-99.227328809419859, 0.1, 0.4);[164, 226]
(-443.11489308798161, 0.5, 0.2);[154, 190]
(-105.02463594664869, 0.1, 0.30000000000000004);[167, 210]
(-163.64241693326574, 0.30000000000000004, 0.4);[172, 196]
(-62.128757043200373, 0.2, 0.6000000000000001);[82, 204]
(-130.08831938924018, 0.1, 0.2);[161, 213]
(-294.05468755303713, 0.7000000000000001, 0.4);[156, 201]
(-35.818734022177175, 0.1, 0.6000000000000001);[156, 181]
(-142.83648983315595, 0.1, 0.2);[166, 185]
(-41.122358908757022, 0.1, 0.6000000000000001);[148, 142]
(-52.54307405508569, 0.4, 0.8);[167, 235]
(-45.40778818306088, 0.1, 0.5);[165, 179]
(-80.13121127815289, 0.1, 0.4);[160, 199]
(-36.047142810173902, 0.1, 0.6000000000000001);[179, 125]
(-59.041915805459375, 0.1, 0.4);[121, 234]
(-58.710285183977376, 0.2, 0.6000000000000001);[167, 199]
(-277.41102404530665, 0.4, 0.30000000000000004);[165, 205]
(-71.397525276838095, 0.1, 0.4);[172, 199]
(-38.342771530212111, 1.0, 1.1);[116, 184]
(-35.88231407381619, 0.1, 0.6000000000000001);[182, 212]
(-136.21481284599088, 0.1, 0.2);[159, 187]
(-105.607285301056, 0.1, 0.30000000000000004);[149, 176]
(-35.557228838016897, 0.1, 0.6000000000000001);[177, 190]
(-44.952412058668024, 0.1, 0.5);[187, 172]
(-87.530970040246402, 0.1, 0.30000000000000004);[169, 221]
(-240.93413873551708, 0.2, 0.2);[152, 203]
(-59.154210382672851, 0.1, 0.5);[146, 188]
(-62.407660001509903, 0.2, 0.6000000000000001);[157, 209]
(-45.171994347243064, 0.1, 0.5);[159, 227]
(-66.698509568770433, 0.1, 0.4);[131, 192]
(-41.462909957872732, 0.1, 0.5);[143, 198]
(-59.041680264991058, 0.2, 0.6000000000000001);[174, 209]
(-496.05706120245509, 0.7000000000000001, 0.2);[153, 202]
(-570.48015762399859, 0.6000000000000001, 0.1);[155, 199]
(-123.35216860349178, 0.2, 0.4);[140, 185]
(-71.509195842194174, 0.1, 0.4);[163, 215]
(-45.400027320486487, 0.1, 0.5);[153, 202]
(-38.667376808016414, 0.7000000000000001, 1.0);[159, 209]
(-41.013729847249294, 0.1, 0.5);[172, 213]
(-255.7805667949871, 0.6000000000000001, 0.4);[171, 208]
(-72.091096535718989, 0.1, 0.4);[189, 192]
(-120.25117360646811, 0.2, 0.4);[162, 215]
(-74.678788879579173, 0.1, 0.4);[171, 229]
(-75.279732608867633, 0.1, 0.4);[191, 191]
(-45.534132375101322, 0.1, 0.5);[170, 208]
(-147.30596168326281, 0.4, 0.5);[153, 205]
(-45.793179612099848, 0.1, 0.5);[170, 186]
(-54.472005026747951, 0.1, 0.5);[156, 207]
(-40.422317615972759, 0.2, 0.7000000000000001);[138, 188]
(-75.692694799064185, 0.1, 0.4);[184, 208]
(-112.92488110539998, 0.1, 0.30000000000000004);[149, 206]
(-62.646143223300427, 0.2, 0.6000000000000001);[161, 194]
(-40.515678718086555, 0.1, 0.5);[173, 226]
(-40.625210949158685, 0.2, 0.7000000000000001);[167, 193]
(-39.30576557118885, 0.2, 0.7000000000000001);[144, 237]
(-94.572166834393826, 0.1, 0.30000000000000004);[174, 192]
(-80.507453632903776, 0.1, 0.4);[183, 217]
(-41.171806653010833, 0.1, 0.5);[179, 185]
(-35.834322235234836, 0.1, 0.6000000000000001);[159, 196]
(-116.78386681699429, 0.2, 0.4);[160, 197]
(-36.831684188890144, 1.1, 1.1);[127, 251]
(-129.89080057301169, 0.1, 0.2);[151, 179]
(-224.58456344168545, 0.2, 0.2);[156, 198]
(-35.575461951506085, 0.1, 0.6000000000000001);[171, 218]
(-41.083672777680782, 0.1, 0.5);[183, 178]
(-64.093869801327301, 0.1, 0.4);[174, 162]
(-70.829146296650066, 1.6, 1.0);[69, 209]
(-36.23686427933287, 0.1, 0.6000000000000001);[151, 200]
(-49.743066428477213, 0.1, 0.5);[153, 201]
(-40.76472168172112, 0.1, 0.6000000000000001);[158, 200]
(-53.938742469582365, 0.1, 0.5);[202, 178]
(-109.69479529577306, 0.1, 0.30000000000000004);[155, 173]
(-122.56909474570988, 0.2, 0.4);[169, 200]
(-41.754671799939572, 0.1, 0.5);[187, 151]
(-165.59918503735921, 0.30000000000000004, 0.4);[167, 213]
(-119.7147780036492, 0.2, 0.4);[152, 196]
(-197.67265579171618, 0.4, 0.4);[157, 188]
(-79.907229283333777, 0.1, 0.4);[143, 201]
(-54.813041665502169, 0.1, 0.5);[155, 203]
(-48.837855574726376, 0.4, 0.8);[160, 211]
(-40.769168606758399, 0.1, 0.5);[165, 218]
(-79.047146807556814, 0.2, 0.5);[126, 171]
(-44.724647165095682, 0.2, 0.7000000000000001);[182, 175]
(-44.909417572696093, 0.1, 0.5);[144, 203]
(-46.056163443360354, 0.1, 0.5);[168, 180]
(-49.218089783648864, 0.1, 0.5);[83, 207]
(-38.807996333026473, 0.7000000000000001, 1.0);[103, 183]
(-63.02397403648969, 0.1, 0.4);[155, 236]
(-89.142807532566962, 0.5, 0.7000000000000001);[152, 191]
(-136.07988977128153, 0.1, 0.2);[162, 200]
(-106.72042067819596, 0.1, 0.30000000000000004);[163, 192]
(-34.951963032002105, 1.9000000000000001, 1.3);[181, 224]
(-45.03049844565929, 0.1, 0.5);[153, 219]
(-33.474522121139302, 0.5, 1.0);[102, 174]
(-66.91131464626875, 0.1, 0.4);[157, 214]
(-173.19479999309843, 0.2, 0.30000000000000004);[162, 200]
(-72.206024211660278, 0.1, 0.4);[171, 183]
(-229.02517420863273, 0.30000000000000004, 0.30000000000000004);[157, 201]
(-70.784026531586932, 0.1, 0.4);[133, 196]
(-436.58634392865457, 0.5, 0.2);[151, 196]
(-54.916645080046735, 0.1, 0.5);[182, 170]
(-199.42850675349445, 0.4, 0.4);[164, 209]
(-218.64507621153683, 0.7000000000000001, 0.5);[157, 191]
(-95.330383781036957, 0.1, 0.30000000000000004);[167, 216]
(-106.2278006477205, 0.1, 0.30000000000000004);[160, 202]
(-49.461982222751551, 0.1, 0.5);[144, 206]
(-42.44247191174594, 1.9000000000000001, 1.2000000000000002);[113, 218]
(-55.359082926302762, 0.1, 0.5);[162, 208]
(-36.996468403945933, 0.1, 0.6000000000000001);[137, 158]
(-162.3928357852985, 0.1, 0.2);[179, 203]
(-36.228876819953861, 0.1, 0.6000000000000001);[179, 204]
(-37.678847644041348, 0.9, 1.1);[158, 132]
(-41.104048710509105, 0.1, 0.5);[164, 191]
(-40.507732570210386, 0.2, 0.7000000000000001);[147, 197]
(-79.521059267941894, 0.1, 0.4);[165, 225]
(-34.740515202592952, 0.1, 0.6000000000000001);[125, 208]
(-72.084523570450045, 0.1, 0.4);[161, 221]
(-96.514556975742806, 0.6000000000000001, 0.7000000000000001);[159, 222]
(-36.536489440095934, 0.1, 0.6000000000000001);[200, 177]
(-203.17137821071719, 0.4, 0.4);[149, 201]
(-136.7395007046091, 0.1, 0.2);[147, 196]
(-273.34087377060683, 0.4, 0.30000000000000004);[158, 200]
(-45.171795535240726, 0.1, 0.5);[155, 191]
(-50.17887096076312, 0.1, 0.5);[191, 190]
(-35.261470172318631, 0.1, 0.6000000000000001);[136, 202]
(-62.936105331283805, 0.1, 0.4);[204, 170]
(-69.687182925089004, 0.6000000000000001, 0.8);[147, 205]
(-35.108126693490661, 0.1, 0.6000000000000001);[150, 245]
(-45.187716616647997, 0.1, 0.5);[153, 213]
(-100.43316604881244, 0.4, 0.6000000000000001);[168, 201]
(-59.373416704896634, 0.1, 0.4);[169, 187]
(-61.350744389791586, 0.5, 0.8);[137, 210]
(-158.19453527871084, 0.2, 0.30000000000000004);[144, 212]
(-129.86727993135992, 0.1, 0.2);[144, 208]
(-55.811551170659165, 0.7000000000000001, 0.9);[171, 223]
(-79.529997008875043, 0.1, 0.4);[161, 198]
(-90.86044922366986, 0.1, 0.30000000000000004);[169, 209]
(-45.237776862070369, 0.1, 0.5);[201, 184]
(-36.230533703670595, 0.1, 0.6000000000000001);[183, 208]
(-54.576080533916794, 0.1, 0.5);[113, 218]
(-140.7096352243374, 0.4, 0.5);[169, 207]
(-196.02803769321889, 0.1, 0.1);[170, 209]
(-36.05401897952148, 0.1, 0.6000000000000001);[178, 153]
(-157.91065681043605, 0.30000000000000004, 0.4);[159, 205]
(-84.050299123178519, 0.2, 0.5);[159, 198]
(-39.967953668933681, 0.2, 0.7000000000000001);[146, 212]
(-83.058179706778674, 0.2, 0.5);[134, 189]
(-39.633370653678632, 0.2, 0.7000000000000001);[187, 206]
(-136.18533762953427, 0.1, 0.2);[153, 199]
(-35.204670479623204, 0.1, 0.6000000000000001);[130, 198]
(-123.69155077055068, 0.5, 0.6000000000000001);[155, 182]
(-36.139141038283881, 0.1, 0.6000000000000001);[135, 206]
(-54.17702066500982, 0.1, 0.5);[176, 215]
(-175.4508320428194, 0.2, 0.30000000000000004);[154, 216]
(-148.58096846314763, 0.1, 0.2);[144, 191]
(-66.866344589986099, 0.1, 0.4);[176, 187]
(-43.244099219857816, 0.5, 0.9);[163, 219]
(-33.464042098674717, 0.9, 1.1);[159, 200]
(-95.555314775022765, 0.1, 0.30000000000000004);[161, 202]
(-93.999342936280399, 0.1, 0.30000000000000004);[172, 220]
(-152.42484769111394, 0.1, 0.2);[167, 189]
(-480.26309257223369, 0.6000000000000001, 0.2);[155, 200]
(-113.1161114892011, 0.1, 0.30000000000000004);[154, 184]
(-45.289898771754103, 0.1, 0.5);[175, 200]
(-41.294625003478316, 0.7000000000000001, 1.0);[179, 232]
(-272.55948733355024, 0.4, 0.30000000000000004);[161, 188]
(-66.535610038475269, 0.1, 0.4);[152, 209]
(-50.374596983218979, 0.1, 0.5);[146, 169]
(-59.390661325683823, 0.1, 0.4);[161, 203]
(-41.26306224970282, 0.1, 0.5);[154, 185]
(-41.624734594537522, 0.1, 0.5);[180, 149]
(-43.712325436084782, 0.2, 0.7000000000000001);[76, 211]
(-66.735347211359382, 0.1, 0.4);[164, 210]
(-49.464030226143755, 0.1, 0.5);[160, 208]
(-404.32235005232059, 0.7000000000000001, 0.30000000000000004);[154, 197]
(-50.343944973217212, 0.1, 0.5);[166, 197]
(-45.605924233530189, 0.1, 0.5);[168, 227]
(-45.431747000657197, 0.1, 0.5);[126, 206]
(-39.969111768702973, 0.2, 0.7000000000000001);[144, 264]
(-109.60977154022552, 0.1, 0.30000000000000004);[167, 173]
(-108.88576965419622, 0.1, 0.30000000000000004);[151, 186]
(-323.01676100615674, 0.5, 0.30000000000000004);[160, 190]
(-119.26371225777211, 0.2, 0.4);[143, 186]
(-92.158895207051501, 0.1, 0.30000000000000004);[159, 193]
(-321.44421077644978, 0.5, 0.30000000000000004);[162, 202]
(-246.91743681047811, 0.2, 0.2);[161, 199]
(-463.02972655929506, 0.6000000000000001, 0.2);[153, 198]
(-35.629491237346677, 0.1, 0.6000000000000001);[173, 146]
(-84.571465174887308, 0.5, 0.7000000000000001);[118, 235]
(-40.909073087470595, 0.1, 0.5);[149, 213]
(-87.973599765862332, 0.1, 0.30000000000000004);[139, 188]
(-76.669301469250215, 0.2, 0.7000000000000001);[152, 217]
(-36.364230931737566, 0.1, 0.6000000000000001);[145, 170]
(-36.147550779723801, 0.1, 0.6000000000000001);[145, 148]
(-40.19318665413126, 0.2, 0.7000000000000001);[138, 210]
(-34.826661538144883, 0.4, 0.9);[135, 229]
(-157.92014992420255, 0.30000000000000004, 0.4);[163, 204]
(-41.165475851463015, 0.1, 0.5);[157, 191]
(-129.16520515970166, 0.2, 0.4);[147, 203]
(-40.93812848986412, 0.1, 0.5);[147, 245]
(-211.83258734694252, 0.1, 0.1);[166, 204]
(-94.507822900366605, 0.1, 0.30000000000000004);[164, 184]
(-106.46784122092261, 0.1, 0.30000000000000004);[175, 205]
(-43.713183184981503, 0.5, 0.9);[189, 206]
(-40.22791717200117, 0.2, 0.7000000000000001);[156, 243]
(-45.356666224030391, 0.1, 0.5);[164, 207]
(-107.49832846953362, 0.4, 0.6000000000000001);[166, 220]
(-321.57760153445957, 0.2, 0.1);[162, 196]
(-62.398717386453939, 0.2, 0.6000000000000001);[151, 224]
(-45.559536215880563, 0.1, 0.5);[194, 174]
(-149.02502395114453, 0.1, 0.2);[168, 207]
(-72.396875061704932, 0.1, 0.4);[178, 197]
(-53.984308188039137, 0.1, 0.5);[162, 206]
(-41.091355403061328, 0.1, 0.5);[178, 215]
(-101.24401978100676, 0.4, 0.6000000000000001);[150, 195]
(-50.038442511239118, 0.1, 0.5);[140, 136]
(-61.749425645579549, 0.2, 0.6000000000000001);[174, 228]
(-53.858115040072349, 0.1, 0.5);[139, 196]
(-40.8519701123248, 0.1, 0.5);[208, 154]
(-74.492430073841959, 0.2, 0.5);[112, 250]
(-34.889324092662648, 0.4, 0.9);[135, 213]
(-119.67780755054244, 0.2, 0.4);[151, 219]
(-117.44442086759892, 0.5, 0.6000000000000001);[163, 207]
(-57.775067863379128, 0.30000000000000004, 0.7000000000000001);[139, 198]
(-217.59086400981974, 0.7000000000000001, 0.5);[152, 192]
(-71.252563212544786, 0.1, 0.4);[149, 217]
(-40.865909355502865, 0.1, 0.6000000000000001);[144, 181]
(-50.189976843617579, 0.1, 0.5);[152, 206]
(-45.513762249879228, 0.1, 0.5);[150, 203]
(-261.40154106791869, 0.6000000000000001, 0.4);[160, 207]
(-49.832732521679375, 0.1, 0.5);[146, 188]
(-53.586566602250386, 0.30000000000000004, 0.7000000000000001);[126, 211]
(-52.550358241794271, 0.4, 0.8);[170, 212]
(-71.096800724956523, 0.1, 0.4);[158, 219]
(-45.653390820104967, 0.1, 0.5);[198, 167]
(-49.028815080229599, 0.1, 0.5);[134, 200]
(-62.758664686207979, 0.2, 0.6000000000000001);[155, 209]
(-152.42706569696679, 0.1, 0.2);[155, 201]
(-35.019690470660592, 0.1, 0.6000000000000001);[177, 134]
(-221.5494964748562, 0.7000000000000001, 0.5);[158, 206]
(-55.145949920029253, 0.1, 0.5);[166, 163]
(-34.350949658301737, 0.4, 0.9);[112, 169]
(-79.773034657016467, 0.1, 0.4);[105, 210]
(-164.9643325744353, 0.2, 0.30000000000000004);[167, 197]
(-334.15377362513021, 0.8, 0.4);[158, 205]
(-46.044991131693095, 0.1, 0.5);[183, 175]
(-63.408612252431006, 0.1, 0.4);[179, 193]
(-45.206914130723952, 0.1, 0.5);[144, 220]
(-95.197310928104827, 0.1, 0.30000000000000004);[168, 188]
(-125.07933714030492, 0.5, 0.6000000000000001);[161, 202]
(-41.18698237459467, 0.1, 0.5);[146, 148]
(-63.427436160817862, 0.1, 0.4);[163, 205]
(-34.915834692904504, 0.4, 0.9);[130, 214]
(-33.583386956108029, 1.4000000000000001, 1.2000000000000002);[139, 219]
(-43.484943878932484, 0.8, 1.0);[136, 201]
(-344.3194460030054, 0.2, 0.1);[157, 192]
(-35.485617808184408, 0.1, 0.6000000000000001);[157, 230]
(-49.55845624617713, 0.1, 0.5);[161, 212]
(-123.02608913138756, 0.2, 0.4);[167, 207]
(-98.25377386583304, 0.1, 0.30000000000000004);[176, 186]
(-45.938518912662204, 0.1, 0.5);[180, 180]
(-63.268841039493445, 0.1, 0.4);[150, 195]
(-39.45736030033553, 0.30000000000000004, 0.8);[140, 221]
(-248.66807816114576, 0.2, 0.2);[148, 183]
(-139.24016423740426, 0.1, 0.2);[157, 206]
(-35.570972071211287, 0.1, 0.6000000000000001);[139, 208]
(-62.143877639661, 0.2, 0.6000000000000001);[158, 201]
(-165.20621352364242, 0.5, 0.5);[165, 209]
(-36.112244155518944, 0.1, 0.6000000000000001);[133, 220]
(-36.466842876684964, 0.1, 0.6000000000000001);[164, 210]
(-62.917312386141575, 0.1, 0.4);[134, 205]
(-79.17283770677993, 0.2, 0.5);[174, 213]
(-258.32406473595944, 0.2, 0.2);[164, 210]
(-105.83017410893714, 0.1, 0.30000000000000004);[164, 196]
(-72.254527197620391, 1.3, 1.2000000000000002);[88, 181]
(-45.00674223000555, 0.1, 0.5);[162, 206]
(-36.362467091134747, 0.1, 0.6000000000000001);[171, 102]
(-62.877097991072162, 0.1, 0.4);[150, 217]
(-44.697533592114098, 0.2, 0.7000000000000001);[137, 218]
(-34.909255910995768, 0.4, 0.9);[158, 176]
(-115.28475722696966, 0.2, 0.4);[164, 213]
(-58.964514274161957, 0.2, 0.6000000000000001);[151, 201]
(-75.154288214365664, 0.1, 0.4);[155, 212]
(-41.155111634067865, 0.1, 0.5);[131, 163]
(-35.509312354507479, 0.1, 0.6000000000000001);[143, 165]
(-195.17919061987777, 0.4, 0.4);[166, 208]
(-45.697491028307375, 0.1, 0.5);[187, 176]
(-67.347747253146281, 0.1, 0.4);[158, 157]
(-41.259709006311347, 0.1, 0.5);[167, 175]
(-205.54355332678824, 0.4, 0.4);[169, 212]
(-40.51945429884681, 0.2, 0.7000000000000001);[146, 181]
(-34.885345056027575, 0.4, 0.9);[106, 208]
(-346.10675279706049, 0.6000000000000001, 0.30000000000000004);[162, 203]
(-226.05061262210896, 0.30000000000000004, 0.30000000000000004);[164, 207]
(-44.959986117952411, 0.1, 0.5);[166, 219]
(-35.009386584737946, 0.1, 0.6000000000000001);[145, 129]
(-49.78621674686493, 0.1, 0.5);[139, 203]
(-59.255382017308534, 0.1, 0.4);[142, 222]
(-129.93362514621097, 0.1, 0.2);[158, 201]
(-40.499954416088109, 0.2, 0.7000000000000001);[167, 216]
(-41.385142083202517, 0.1, 0.5);[167, 189]
(-49.385764779340313, 0.1, 0.5);[201, 194]
(-67.898909805813872, 0.1, 0.4);[175, 220]
(-119.30452066038609, 0.2, 0.4);[112, 209]
(-116.26878016590032, 0.2, 0.4);[166, 208]
(-46.410304834926201, 0.1, 0.5);[148, 188]
(-142.35077650707339, 0.1, 0.2);[157, 196]
(-215.88146992008762, 0.30000000000000004, 0.30000000000000004);[163, 208]
(-40.455385846689808, 0.1, 0.5);[178, 234]
(-94.224519345589542, 0.1, 0.30000000000000004);[117, 199]
(-145.85790519529183, 0.1, 0.2);[143, 200]
(-67.286510824398391, 0.1, 0.4);[158, 203]
(-101.82392609171364, 0.1, 0.30000000000000004);[168, 209]
(-83.952505348390488, 0.6000000000000001, 0.9);[86, 213]
(-55.022175531437163, 0.1, 0.5);[174, 199]
(-49.113858193903376, 0.1, 0.5);[147, 224]
(-270.32408573601407, 0.2, 0.2);[160, 194]
(-87.642875171896819, 0.1, 0.30000000000000004);[145, 200]
(-44.647795424816508, 0.2, 0.7000000000000001);[162, 203]
(-40.102130838892847, 0.2, 0.7000000000000001);[180, 216]
(-40.504597411976107, 0.2, 0.7000000000000001);[180, 200]
(-425.66235580231205, 0.7000000000000001, 0.30000000000000004);[151, 202]
(-302.00403794398801, 0.30000000000000004, 0.2);[158, 191]
(-41.378353706484113, 0.1, 0.5);[167, 145]
(-87.38262181514736, 0.2, 0.5);[171, 176]
(-63.035547980284349, 0.1, 0.4);[142, 178]
(-40.81365865440187, 0.2, 0.7000000000000001);[171, 181]
(-54.39911631376831, 0.1, 0.5);[182, 216]
(-54.125704320241468, 0.1, 0.5);[148, 162]
(-63.453881772167065, 0.1, 0.4);[162, 143]
(-76.175744055896089, 0.2, 0.7000000000000001);[199, 168]
(-91.130497742219603, 0.1, 0.30000000000000004);[118, 200]
(-187.49028860064851, 0.1, 0.1);[151, 199]
(-66.179336547642308, 0.4, 0.7000000000000001);[152, 209]
(-147.79213726156817, 0.4, 0.5);[168, 203]
(-46.082201408225885, 0.1, 0.5);[174, 208]
(-40.530412253255868, 0.2, 0.7000000000000001);[178, 188]
(-211.61279221701776, 0.1, 0.1);[166, 203]
(-34.575829184195172, 0.4, 0.9);[106, 252]
(-370.98778665248813, 0.6000000000000001, 0.30000000000000004);[168, 207]
(-139.1531376074943, 0.1, 0.2);[171, 200]
(-90.378010598731009, 0.2, 0.5);[160, 209]
(-35.616043101956706, 0.1, 0.6000000000000001);[148, 159]
(-50.077651837164822, 0.1, 0.5);[165, 214]
(-198.1470326329237, 0.1, 0.1);[174, 212]
(-63.278013845082768, 0.1, 0.4);[168, 180]
(-75.990039189157699, 0.1, 0.4);[174, 174]
(-35.862559846152095, 0.1, 0.6000000000000001);[172, 214]
(-317.12695317420048, 0.30000000000000004, 0.2);[160, 196]
(-87.043524597539289, 0.2, 0.5);[135, 195]
(-39.695743790788853, 0.30000000000000004, 0.8);[182, 202]
(-35.325138249867443, 0.1, 0.6000000000000001);[146, 187]
(-105.80988704370652, 0.1, 0.30000000000000004);[160, 210]
(-486.50462378724808, 1.0, 0.30000000000000004);[157, 202]
(-219.80396546959335, 0.1, 0.1);[159, 175]
(-70.681946296890942, 0.1, 0.4);[126, 183]
(-63.924603712805123, 0.1, 0.4);[150, 188]
(-171.82503013968704, 0.30000000000000004, 0.4);[159, 202]
(-41.550119189103484, 0.1, 0.5);[167, 189]
(-45.659675903403148, 0.1, 0.5);[170, 154]
(-40.706389157379789, 0.1, 0.5);[174, 223]
(-54.280250271591122, 0.1, 0.5);[175, 231]
(-35.493177894764173, 0.1, 0.6000000000000001);[157, 209]
(-63.466599797445468, 0.1, 0.4);[129, 190]
(-120.64979769427342, 0.2, 0.4);[154, 193]
